train/global_step,train/loss,train/learning_rate,train/mean_token_accuracy,_timestamp,train/epoch,train/grad_norm,_step,_runtime,train/num_tokens
209,0.8357469439506531,0.0001,0.7873383611440659,1766075451.7650843,0.4480171489817792,0.06501046568155289,208,2473.275147475,32617496.0
210,0.8241016864776611,0.0001,0.7917526736855507,1766075464.464716,0.45016077170418006,0.06359957903623581,209,2485.97476891,32779172.0
211,0.8129887580871582,0.0001,0.7919385656714439,1766075475.9448392,0.45230439442658094,0.03750761225819588,210,2497.454913981,32931223.0
212,0.8271564245223999,0.0001,0.7891300916671753,1766075488.292441,0.45444801714898175,0.04066012054681778,211,2509.802663523,33081708.0
213,0.8290029764175415,0.0001,0.7910110279917717,1766075499.9928594,0.4565916398713826,0.03318461775779724,212,2521.503035705,33234519.0
214,0.8178387880325317,0.0001,0.7919710874557495,1766075510.2380476,0.4587352625937835,0.03207449987530708,213,2531.748136933,33380554.0
215,0.8560271263122559,0.0001,0.7841164022684097,1766075523.3811402,0.4608788853161844,0.032984498888254166,214,2544.891192651,33541078.0
216,0.8285883665084839,0.0001,0.7904189079999924,1766075535.3677409,0.4630225080385852,0.03086976148188114,215,2556.877816236,33702070.0
217,0.7832226157188416,0.0001,0.8015573248267174,1766075545.9154458,0.46516613076098606,0.035108041018247604,216,2567.425524929,33851344.0
218,0.8242137432098389,0.0001,0.7936338111758232,1766075557.5079045,0.46730975348338694,0.030090395361185074,217,2579.017986424,34005428.0
219,0.8336390256881714,0.0001,0.7895900383591652,1766075566.9679058,0.4694533762057878,0.0401507206261158,218,2588.47796421,34142448.0
220,0.7858324646949768,0.0001,0.7999298796057701,1766075577.8912773,0.4715969989281886,0.037414778023958206,219,2599.401336551,34293582.0
221,0.8632234334945679,0.0001,0.785741850733757,1766075589.7320087,0.4737406216505895,0.03672264516353607,220,2611.242090278,34448802.0
222,0.8130254149436951,0.0001,0.7924819663167,1766075601.3622684,0.4758842443729904,0.03636457398533821,221,2622.872355966,34608650.0
223,0.8054847717285156,0.0001,0.7956866174936295,1766075613.1741893,0.4780278670953912,0.03626277297735214,222,2634.684262103,34765848.0
224,0.7998160123825073,0.0001,0.8002627789974213,1766075625.0477655,0.48017148981779206,0.037399452179670334,223,2646.557846734,34923587.0
225,0.7790180444717407,0.0001,0.8021983802318573,1766075634.3877501,0.48231511254019294,0.05274815857410431,224,2655.897815574,35061736.0
226,0.837689220905304,0.0001,0.7851336002349854,1766075646.3818436,0.4844587352625938,0.04102681949734688,225,2667.891928889,35224947.0
227,0.88411945104599,0.0001,0.775933563709259,1766075658.6644251,0.4866023579849946,0.04860558733344078,226,2680.174502308,35383552.0
228,0.8273277282714844,0.0001,0.7917493283748627,1766075671.4571886,0.4887459807073955,0.03451382368803024,227,2692.967260177,35537848.0
229,0.8191437125205994,0.0001,0.7917212173342705,1766075682.3798256,0.4908896034297964,0.03846213221549988,228,2703.88991092,35694801.0
230,0.8190788626670837,0.0001,0.7921594008803368,1766075694.3025892,0.4930332261521972,0.03820325434207916,229,2715.812670249,35847389.0
231,0.8307649493217468,0.0001,0.7887376546859741,1766075705.3064482,0.49517684887459806,0.03251543268561363,230,2726.816526058,36001061.0
232,0.8308407068252563,0.0001,0.7915054708719254,1766075716.9201949,0.49732047159699894,0.03625836595892906,231,2738.430269246,36153435.0
233,0.8169106841087341,0.0001,0.7938558161258698,1766075727.6339998,0.4994640943193998,0.03164859116077423,232,2749.144081628,36308551.0
234,0.8179160356521606,0.0001,0.7951700091362,1766075737.8725233,0.5016077170418006,0.04641309008002281,233,2759.382593293,36451452.0
235,0.7872899770736694,0.0001,0.7994416058063507,1766075747.6109824,0.5037513397642015,0.05001393333077431,234,2769.121063705,36596648.0
236,0.8236678838729858,0.0001,0.7871258109807968,1766075759.682439,0.5058949624866024,0.06666911393404007,235,2781.19248821,36751665.0
237,0.8270082473754883,0.0001,0.7914400398731232,1766075772.184063,0.5080385852090032,0.04831269755959511,236,2793.694141342,36908485.0
238,0.7807973623275757,0.0001,0.8039577603340149,1766075783.34,0.5101822079314041,0.04832853004336357,237,2804.850072823,37064151.0
239,0.8274053335189819,0.0001,0.789762981235981,1766075794.3616426,0.5123258306538049,0.07610335946083069,238,2815.87170708,37217517.0
240,0.7748474478721619,0.0001,0.8020182251930237,1766075804.2718167,0.5144694533762058,0.04318644478917122,239,2825.781891915,37367961.0
241,0.8152721524238586,0.0001,0.7926677018404007,1766075816.530997,0.5166130760986066,0.07098584622144699,240,2838.041077756,37526897.0
242,0.8705357909202576,0.0001,0.7779120281338692,1766075828.7573428,0.5187566988210075,0.03594068065285683,241,2850.267505877,37685668.0
243,0.8210011720657349,0.0001,0.7916992753744125,1766075839.8220804,0.5209003215434084,0.07251489162445068,242,2861.332179676,37839489.0
244,0.8456069231033325,0.0001,0.785657249391079,1766075851.844492,0.5230439442658092,0.04463419318199158,243,2873.354603232,37997238.0
245,0.8858609795570374,0.0001,0.7760283052921295,1766075865.975158,0.5251875669882101,0.043111905455589294,244,2887.485261166,38168011.0
246,0.8354448080062866,0.0001,0.7891544103622437,1766075877.5960207,0.5273311897106109,0.055452730506658554,245,2899.106177413,38326230.0
247,0.7821249961853027,0.0001,0.8020554259419441,1766075888.5236163,0.5294748124330118,0.0325251929461956,246,2910.033769141,38478252.0
248,0.805469810962677,0.0001,0.7955414205789566,1766075898.9853542,0.5316184351554126,0.056183721870183945,247,2920.495422419,38625546.0
249,0.8253288269042969,0.0001,0.7894110530614853,1766075910.7303832,0.5337620578778135,0.041941508650779724,248,2932.240469004,38771391.0
250,0.8318130970001221,0.0001,0.7886633425951004,1766075923.004765,0.5359056806002144,0.040947772562503815,249,2944.514861893,38929652.0
251,0.8361821174621582,0.0001,0.7853803858160973,1766075934.1984034,0.5380493033226152,0.049842510372400284,250,2955.708478453,39078825.0
252,0.8488056063652039,0.0001,0.7841081768274307,1766075946.9043314,0.5401929260450161,0.032986585050821304,251,2968.414408015,39250764.0
253,0.8082442283630371,0.0001,0.7945484593510628,1766075958.0756164,0.5423365487674169,0.057850588113069534,252,2979.585776186,39401652.0
254,0.8184431791305542,0.0001,0.7933394983410835,1766075969.161077,0.5444801714898178,0.03763985633850098,253,2990.671156671,39556368.0
255,0.798140287399292,0.0001,0.7949086502194405,1766075979.9960659,0.5466237942122186,0.0421295240521431,254,3001.506250326,39716091.0
256,0.8248848915100098,0.0001,0.7913819923996925,1766075989.9686584,0.5487674169346195,0.04517510160803795,255,3011.478766978,39864668.0
257,0.8545343279838562,0.0001,0.7805029079318047,1766076001.8025556,0.5509110396570204,0.037303417921066284,256,3023.312695584,40026842.0
258,0.8202703595161438,0.0001,0.792983666062355,1766076014.0891337,0.5530546623794212,0.043926045298576355,257,3035.599252086,40185219.0
259,0.8391419649124146,0.0001,0.7871510088443756,1766076025.0517175,0.5551982851018221,0.03453020751476288,258,3046.561792444,40338073.0
260,0.8493034839630127,0.0001,0.7833992466330528,1766076037.2809925,0.5573419078242229,0.046044714748859406,259,3058.791230451,40501465.0
261,0.8320013284683228,0.0001,0.787213608622551,1766076048.9963825,0.5594855305466238,0.033367909491062164,260,3070.506446134,40657227.0
262,0.8008804321289062,0.0001,0.7973676472902298,1766076060.9551744,0.5616291532690246,0.0343899205327034,261,3082.465244781,40807442.0
263,0.8370510935783386,0.0001,0.7859162911772728,1766076071.876519,0.5637727759914255,0.048695359379053116,262,3093.38658462,40956359.0
264,0.8279775977134705,0.0001,0.7884365320205688,1766076084.6821804,0.5659163987138264,0.03447813168168068,263,3106.192275263,41113297.0
265,0.8288838863372803,0.0001,0.7889817729592323,1766076096.9707325,0.5680600214362272,0.0432138592004776,264,3118.480811848,41267327.0
266,0.7928825616836548,0.0001,0.7990590184926987,1766076106.2911458,0.5702036441586281,0.03522142395377159,265,3127.801224915,41416137.0
267,0.8138961791992188,0.0001,0.7930531725287437,1766076117.96884,0.572347266881029,0.04668645188212395,266,3139.478901389,41572626.0
268,0.7985339164733887,0.0001,0.7987399473786354,1766076128.9971917,0.5744908896034298,0.03719935193657875,267,3150.507282903,41724870.0
269,0.7883635759353638,0.0001,0.8001049533486366,1766076140.7114632,0.5766345123258306,0.0348048135638237,268,3162.22152827,41882397.0
270,0.8384570479393005,0.0001,0.7841855958104134,1766076151.7440007,0.5787781350482315,0.04477563500404358,269,3173.254062305,42044695.0
271,0.8542686700820923,0.0001,0.7829922363162041,1766076163.980786,0.5809217577706324,0.03630916774272919,270,3185.490862363,42195750.0
272,0.8445641398429871,0.0001,0.7875541523098946,1766076175.8242388,0.5830653804930332,0.04370209574699402,271,3197.334387316,42347658.0
273,0.8495962619781494,0.0001,0.7819824740290642,1766076187.2456434,0.5852090032154341,0.040440354496240616,272,3208.755705585,42499617.0
274,0.7955067157745361,0.0001,0.798525907099247,1766076197.9875956,0.587352625937835,0.040184713900089264,273,3219.497767849,42648060.0
275,0.816719651222229,0.0001,0.7921951562166214,1766076209.2453637,0.5894962486602358,0.03649500384926796,274,3230.755441892,42799438.0
276,0.8086738586425781,0.0001,0.7955764308571815,1766076220.6304464,0.5916398713826366,0.03626203164458275,275,3242.140561993,42945465.0
277,0.7986177206039429,0.0001,0.7983755171298981,1766076230.8499444,0.5937834941050375,0.03515869379043579,276,3252.360086019,43089377.0
278,0.8587461113929749,0.0001,0.7839193344116211,1766076245.077375,0.5959271168274384,0.032649192959070206,277,3266.587457988,43253006.0
279,0.8141067028045654,0.0001,0.7923687770962715,1766076257.542856,0.5980707395498392,0.03437283635139465,278,3279.053001107,43420433.0
280,0.8178451061248779,0.0001,0.7923398986458778,1766076269.8335733,0.6002143622722401,0.03565390408039093,279,3291.343749694,43577695.0
281,0.8113894462585449,0.0001,0.792743057012558,1766076283.514153,0.602357984994641,0.034822575747966766,280,3305.024329748,43738482.0
282,0.8198026418685913,0.0001,0.7902526259422302,1766076295.7277174,0.6045016077170418,0.03477666527032852,281,3317.237795774,43895774.0
283,0.815895676612854,0.0001,0.7941719144582748,1766076306.8419921,0.6066452304394426,0.03388455510139465,282,3328.352194431,44045728.0
284,0.8208130598068237,0.0001,0.7872823402285576,1766076318.8383007,0.6087888531618435,0.03834279999136925,283,3340.348379815,44207082.0
285,0.8384778499603271,0.0001,0.7864803224802017,1766076331.1755376,0.6109324758842444,0.03806439787149429,284,3352.685628436,44360492.0
286,0.7806262373924255,0.0001,0.8008907362818718,1766076342.8886943,0.6130760986066452,0.038241881877183914,285,3364.398924284,44507249.0
287,0.8120560646057129,0.0001,0.7969917431473732,1766076354.3077955,0.6152197213290461,0.038161735981702805,286,3375.817879721,44657380.0
288,0.8104066848754883,0.0001,0.7923180982470512,1766076365.6910412,0.617363344051447,0.03622317314147949,287,3387.201111537,44809690.0
289,0.7861026525497437,0.0001,0.7991229817271233,1766076375.665471,0.6195069667738478,0.0358227863907814,288,3397.17558101,44958006.0
290,0.8331189751625061,0.0001,0.7885467782616615,1766076388.3215847,0.6216505894962486,0.03549409657716751,289,3409.831662859,45127484.0
291,0.8622135519981384,0.0001,0.7824257984757423,1766076400.7298865,0.6237942122186495,0.03463919088244438,290,3422.239999623,45288670.0
292,0.7971781492233276,0.0001,0.7951845824718475,1766076410.3498516,0.6259378349410504,0.03965388238430023,291,3431.859895233,45435435.0
293,0.8129606246948242,0.0001,0.7934665903449059,1766076420.9295857,0.6280814576634512,0.03656890243291855,292,3442.439755797,45582758.0
294,0.7963486313819885,0.0001,0.7983242049813271,1766076431.448836,0.6302250803858521,0.053043708205223083,293,3452.958917144,45724786.0
295,0.8052654266357422,0.0001,0.7961650267243385,1766076442.2872388,0.632368703108253,0.03756404668092728,294,3463.797321644,45875653.0
296,0.7980510592460632,0.0001,0.7970525473356247,1766076453.382168,0.6345123258306538,0.0568406842648983,295,3474.892244359,46026612.0
297,0.8062227964401245,0.0001,0.797053262591362,1766076463.4508708,0.6366559485530546,0.04063912853598595,296,3484.960940069,46173537.0
298,0.8396838307380676,0.0001,0.787051796913147,1766076475.203494,0.6387995712754555,0.04593125730752945,297,3496.713581886,46337020.0
299,0.8263688683509827,0.0001,0.7936295941472054,1766076486.0178564,0.6409431939978564,0.03577286750078201,298,3507.527924999,46484878.0
300,0.8223474621772766,0.0001,0.7885784655809402,1766076497.5495105,0.6430868167202572,0.05325794219970703,299,3519.059562941,46638837.0
301,0.8148464560508728,0.0001,0.7926335632801056,1766076517.8220327,0.6452304394426581,0.041935380548238754,300,3539.332148222,46792654.0
302,0.8345575332641602,0.0001,0.78631891310215,1766076529.1782985,0.647374062165059,0.0479990653693676,301,3550.688349066,46956735.0
303,0.8607432842254639,0.0001,0.784683845937252,1766076540.9156692,0.6495176848874598,0.038560666143894196,302,3562.42573076,47119017.0
304,0.8194805979728699,0.0001,0.7922477722167969,1766076553.7051861,0.6516613076098606,0.042461685836315155,303,3575.215253906,47277064.0
305,0.8179050087928772,0.0001,0.7896722927689552,1766076565.3819392,0.6538049303322615,0.038643769919872284,304,3586.892012353,47425177.0
306,0.7839241027832031,0.0001,0.801274798810482,1766076575.6639326,0.6559485530546624,0.04068185016512871,305,3597.174001491,47567815.0
307,0.7741042375564575,0.0001,0.8025367334485054,1766076586.000254,0.6580921757770632,0.04368409886956215,306,3607.510326366,47711542.0
308,0.8360766768455505,0.0001,0.7908500358462334,1766076597.3913846,0.6602357984994641,0.0367610789835453,307,3618.901454523,47867963.0
309,0.8025141358375549,0.0001,0.7945586368441582,1766076609.1890693,0.662379421221865,0.04241381585597992,308,3630.699128456,48027087.0
310,0.8499860763549805,0.0001,0.7833298817276955,1766076621.3130949,0.6645230439442658,0.03947422653436661,309,3642.82315239,48181216.0
311,0.8687757253646851,0.0001,0.7806484922766685,1766076633.9013858,0.6666666666666666,0.038147296756505966,310,3655.411471684,48346653.0
312,0.8571885824203491,0.0001,0.7839736416935921,1766076645.550303,0.6688102893890675,0.04124918580055237,311,3667.060376037,48515202.0
313,0.8343926072120667,0.0001,0.7890210226178169,1766076658.606434,0.6709539121114684,0.03849222883582115,312,3680.11651734,48681596.0
314,0.7636731863021851,0.0001,0.8050541058182716,1766076670.9842975,0.6730975348338692,0.04696612060070038,313,3692.494381436,48830511.0
315,0.844174861907959,0.0001,0.7856358289718628,1766076682.816329,0.6752411575562701,0.03760909661650658,314,3704.32639622,48979750.0
316,0.8063235282897949,0.0001,0.794504277408123,1766076695.387506,0.677384780278671,0.05875933915376663,315,3716.897577968,49140486.0
317,0.8113445043563843,0.0001,0.7945546209812164,1766076707.6144166,0.6795284030010718,0.0391698032617569,316,3729.124493302,49297672.0
318,0.8145849108695984,0.0001,0.7920853793621063,1766076718.42032,0.6816720257234726,0.0535692498087883,317,3739.930400261,49448662.0
319,0.8114052414894104,0.0001,0.7939958423376083,1766076730.4837842,0.6838156484458735,0.04147070646286011,318,3751.993855527,49615721.0
320,0.7898913621902466,0.0001,0.7994469180703163,1766076741.1491551,0.6859592711682744,0.04153967648744583,319,3762.659207748,49770136.0
321,0.8276769518852234,0.0001,0.7894040122628212,1766076753.120229,0.6881028938906752,0.061916179955005646,320,3774.630311443,49932945.0
322,0.7908779382705688,0.0001,0.8000569716095924,1766076764.5047774,0.6902465166130761,0.04651710391044617,321,3786.014849747,50079045.0
323,0.8280385732650757,0.0001,0.7869967520236969,1766076778.0574555,0.692390139335477,0.06672482192516327,322,3799.567542945,50243726.0
324,0.8124094605445862,0.0001,0.7948886975646019,1766076790.569243,0.6945337620578779,0.03953131288290024,323,3812.079306145,50404071.0
325,0.8413466811180115,0.0001,0.7864574939012527,1766076801.9002893,0.6966773847802786,0.07727666199207306,324,3823.410369673,50557944.0
326,0.8276345729827881,0.0001,0.7907367572188377,1766076814.8162665,0.6988210075026795,0.03534446656703949,325,3836.326346582,50723566.0
327,0.7548762559890747,0.0001,0.8078768104314804,1766076825.600812,0.7009646302250804,0.07700995355844498,326,3847.110901843,50868735.0
328,0.8273022174835205,0.0001,0.7913276478648186,1766076836.509955,0.7031082529474812,0.059311382472515106,327,3858.020011563,51027679.0
329,0.8545770645141602,0.0001,0.7818377539515495,1766076850.3695352,0.7052518756698821,0.07996641844511032,328,3871.879605301,51188474.0
330,0.7878625988960266,0.0001,0.7977426648139954,1766076861.3559496,0.707395498392283,0.08030954003334045,329,3882.866030824,51334182.0
331,0.823219895362854,0.0001,0.7921012416481972,1766076873.9673958,0.7095391211146839,0.05541827902197838,330,3895.477470372,51499899.0
332,0.7971844673156738,0.0001,0.7972362339496613,1766076884.7731497,0.7116827438370846,0.08563639223575592,331,3906.283230086,51645111.0
333,0.7840160131454468,0.0001,0.7984222322702408,1766076895.2589896,0.7138263665594855,0.0416242741048336,332,3916.769069932,51795720.0
334,0.755905270576477,0.0001,0.805790863931179,1766076905.8498812,0.7159699892818864,0.07036605477333069,333,3927.359966387,51934189.0
335,0.8441768884658813,0.0001,0.7893396094441414,1766076918.037326,0.7181136120042872,0.0650460347533226,334,3939.547484702,52086111.0
336,0.8200733661651611,0.0001,0.7910345494747162,1766076928.6735454,0.7202572347266881,0.041699640452861786,335,3950.183629973,52241632.0
337,0.8210641741752625,0.0001,0.7911698669195175,1766076942.1737716,0.722400857449089,0.06563537567853928,336,3963.683932391,52403245.0
338,0.8435719609260559,0.0001,0.7862546443939209,1766076954.5563369,0.7245444801714899,0.05997534096240997,337,3976.066428437,52567275.0
339,0.8290277719497681,0.0001,0.7892769798636436,1766076967.3866005,0.7266881028938906,0.03670589625835419,338,3988.896761754,52733506.0
340,0.8257652521133423,0.0001,0.7922878637909889,1766076979.1324236,0.7288317256162915,0.055570024996995926,339,4000.642500981,52884795.0
341,0.8175666332244873,0.0001,0.7916450053453445,1766076990.326451,0.7309753483386924,0.051345597952604294,340,4011.836518058,53039775.0
342,0.8399543166160583,0.0001,0.7855621054768562,1766077003.4691257,0.7331189710610932,0.03895828127861023,341,4024.97919635,53204226.0
343,0.80259108543396,0.0001,0.7952834591269493,1766077014.4379177,0.7352625937834941,0.05833476409316063,342,4035.947976475,53357002.0
344,0.8178700804710388,0.0001,0.7914271131157875,1766077025.8039877,0.737406216505895,0.060543663799762726,343,4047.314056265,53512592.0
345,0.8640938997268677,0.0001,0.7820978760719299,1766077038.1317575,0.7395498392282959,0.04856522008776665,344,4059.641826613,53675222.0
346,0.8771218657493591,0.0001,0.7754285559058189,1766077052.7408738,0.7416934619506966,0.07206771522760391,345,4074.250952596,53837794.0
347,0.8240151405334473,0.0001,0.791360579431057,1766077064.559785,0.7438370846730975,0.05901249870657921,346,4086.069924148,53990810.0
348,0.7998190522193909,0.0001,0.7965557053685188,1766077076.253722,0.7459807073954984,0.03778938576579094,347,4097.763811101,54142452.0
349,0.7935774922370911,0.0001,0.796463169157505,1766077089.2823653,0.7481243301178992,0.07373297959566116,348,4110.792523472,54294279.0
350,0.7917788028717041,0.0001,0.8009098991751671,1766077099.877334,0.7502679528403001,0.06938501447439194,349,4121.387461376,54445597.0
351,0.8277417421340942,0.0001,0.7907415479421616,1766077112.898944,0.752411575562701,0.03633692488074303,350,4134.40904012,54603343.0
352,0.7769550085067749,0.0001,0.803976833820343,1766077124.5326219,0.7545551982851019,0.07286492735147476,351,4146.042804385,54759468.0
353,0.8037256002426147,0.0001,0.7934750914573669,1766077137.9998324,0.7566988210075026,0.06572888046503067,352,4159.510020358,54913059.0
354,0.8129541873931885,0.0001,0.7923396080732346,1766077151.0084283,0.7588424437299035,0.046736638993024826,353,4172.518572092,55070490.0
355,0.8392380475997925,0.0001,0.7875733971595764,1766077163.930022,0.7609860664523044,0.04308819770812988,354,4185.440091447,55234816.0
356,0.8266239166259766,0.0001,0.7913537099957466,1766077174.0164256,0.7631296891747053,0.07021946460008621,355,4195.526648367,55387388.0
357,0.7905477285385132,0.0001,0.8021665513515472,1766077185.2551498,0.7652733118971061,0.06420499831438065,356,4206.765353697,55538411.0
358,0.8058048486709595,0.0001,0.7951250448822975,1766077196.345,0.767416934619507,0.044203516095876694,357,4217.855074939,55688433.0
359,0.8079235553741455,0.0001,0.7935781106352806,1766077206.9327242,0.7695605573419079,0.05393844097852707,358,4228.442798107,55839265.0
360,0.7705360054969788,0.0001,0.8047425821423531,1766077218.1875331,0.7717041800643086,0.06660596281290054,359,4239.69760331,55990505.0
361,0.8368397951126099,0.0001,0.788880355656147,1766077231.1965961,0.7738478027867095,0.04659701883792877,360,4252.706800197,56160090.0
362,0.8056403398513794,0.0001,0.7947874069213867,1766077241.4725058,0.7759914255091104,0.04162858426570892,361,4262.982684885,56315482.0
363,0.845026433467865,0.0001,0.7847081497311592,1766077254.7734828,0.7781350482315113,0.046023495495319366,362,4276.28356687,56478778.0
364,0.832628607749939,0.0001,0.786378487944603,1766077267.9375887,0.7802786709539121,0.05255546048283577,363,4289.447657566,56640621.0
365,0.8264645338058472,0.0001,0.7908477783203125,1766077282.0983884,0.782422293676313,0.04927869886159897,364,4303.608463204,56808271.0
366,0.819127082824707,0.0001,0.7916333600878716,1766077293.878966,0.7845659163987139,0.04085424169898033,365,4315.389024603,56962569.0
367,0.8141546249389648,0.0001,0.791795015335083,1766077304.2615628,0.7867095391211146,0.048461414873600006,366,4325.771632726,57113382.0
368,0.8452610969543457,0.0001,0.7831098958849907,1766077316.7716198,0.7888531618435155,0.04905281960964203,367,4338.281689189,57283115.0
369,0.7963454723358154,0.0001,0.7954184412956238,1766077328.634127,0.7909967845659164,0.04487699270248413,368,4350.144200285,57431980.0
370,0.8246755599975586,0.0001,0.7901252433657646,1766077341.3138359,0.7931404072883173,0.041259072721004486,369,4362.823871996,57593151.0
371,0.8278818130493164,0.0001,0.7899048551917076,1766077356.4274936,0.7952840300107181,0.046472035348415375,370,4377.937567749,57769554.0
372,0.8088125586509705,0.0001,0.795814611017704,1766077369.8170376,0.797427652733119,0.046953245997428894,371,4391.327097453,57930187.0
373,0.8029442429542542,0.0001,0.7977851927280426,1766077382.205569,0.7995712754555199,0.038703735917806625,372,4403.715639831,58089895.0
374,0.7914072275161743,0.0001,0.7991558238863945,1766077391.5323339,0.8017148981779206,0.04133489355444908,373,4413.042423499,58237921.0
375,0.7965668439865112,0.0001,0.7980319708585739,1766077403.0734148,0.8038585209003215,0.045513078570365906,374,4424.583491229,58386574.0
376,0.7901710867881775,0.0001,0.8004439026117325,1766077414.0350325,0.8060021436227224,0.04568077623844147,375,4435.54507911,58531794.0
377,0.8030676245689392,0.0001,0.7951155453920364,1766077424.398395,0.8081457663451233,0.04083985835313797,376,4445.90847147,58679304.0
378,0.8391790390014648,0.0001,0.7874088883399963,1766077435.4568424,0.8102893890675241,0.04638679325580597,377,4456.966901902,58827963.0
379,0.7933065891265869,0.0001,0.8024492487311363,1766077445.2774372,0.812433011789925,0.0443045012652874,378,4466.787489,58968065.0
380,0.8181653618812561,0.0001,0.7941469475626945,1766077456.708253,0.8145766345123259,0.039050355553627014,379,4478.21832616,59119596.0
381,0.8019869327545166,0.0001,0.7956089377403259,1766077468.806983,0.8167202572347267,0.0400543138384819,380,4490.317031976,59282269.0
382,0.8058332204818726,0.0001,0.7967789396643639,1766077482.8560777,0.8188638799571275,0.03854973241686821,381,4504.36615226,59449069.0
383,0.8141913414001465,0.0001,0.7924100458621979,1766077493.9439414,0.8210075026795284,0.04074979946017265,382,4515.453987778,59602942.0
384,0.8228428363800049,0.0001,0.7904221341013908,1766077505.343987,0.8231511254019293,0.037694912403821945,383,4526.854064037,59763486.0
385,0.7961896657943726,0.0001,0.7993718981742859,1766077516.3526847,0.8252947481243301,0.03954218327999115,384,4537.862751371,59914007.0
386,0.7689825296401978,0.0001,0.8018178418278694,1766077525.8852677,0.827438370846731,0.04219987615942955,385,4547.395342674,60056933.0
387,0.8116874694824219,0.0001,0.7935286313295364,1766077537.8171084,0.8295819935691319,0.037857621908187866,386,4559.327167108,60219888.0
388,0.8033142685890198,0.0001,0.7954068779945374,1766077550.506519,0.8317256162915327,0.038005281239748,387,4572.01656724,60373832.0
389,0.795023500919342,0.0001,0.7985566258430481,1766077561.6874628,0.8338692390139335,0.03879551216959953,388,4583.197526408,60526958.0
390,0.7945432066917419,0.0001,0.7976492866873741,1766077572.4166114,0.8360128617363344,0.03870827332139015,389,4593.926841437,60680957.0
391,0.8175866603851318,0.0001,0.7890008389949799,1766077584.8468142,0.8381564844587353,0.03806803748011589,390,4606.35688413,60844353.0
392,0.7710979580879211,0.0001,0.8039934635162354,1766077594.5347419,0.8403001071811361,0.04026932641863823,391,4616.044804651,60988093.0
393,0.8033910393714905,0.0001,0.7947088181972504,1766077605.0983772,0.842443729903537,0.04462006315588951,392,4626.608449918,61139257.0
394,0.8331819176673889,0.0001,0.7882767915725708,1766077617.2190065,0.8445873526259379,0.040365271270275116,393,4638.729087083,61294373.0
395,0.8574275970458984,0.0001,0.7813064604997635,1766077629.4365313,0.8467309753483387,0.0386938638985157,394,4650.946655929,61460962.0
396,0.753029465675354,0.0001,0.8080916926264763,1766077641.3838875,0.8488745980707395,0.041047245264053345,395,4662.893973917,61610443.0
397,0.8015976548194885,0.0001,0.7973911613225937,1766077653.0057116,0.8510182207931404,0.04103531315922737,396,4674.515876086,61767622.0
398,0.811854362487793,0.0001,0.7927316948771477,1766077663.3430636,0.8531618435155413,0.040571991354227066,397,4684.853141128,61927294.0
399,0.8095144033432007,0.0001,0.7945696413516998,1766077675.5306637,0.8553054662379421,0.044105447828769684,398,4697.04086676,62087657.0
400,0.8333079814910889,0.0001,0.7887075021862984,1766077687.957835,0.857449088960343,0.04588554799556732,399,4709.468004616,62242685.0
401,0.7786202430725098,0.0001,0.8015591129660606,1766077705.973662,0.8595927116827439,0.03984783962368965,400,4727.483743387,62393085.0
402,0.775337278842926,0.0001,0.8048946708440781,1766077715.7436507,0.8617363344051447,0.042706504464149475,401,4737.253734273,62538285.0
403,0.8367584943771362,0.0001,0.7889039814472198,1766077728.4645658,0.8638799571275455,0.03761732205748558,402,4749.974639393,62701391.0
404,0.8276925086975098,0.0001,0.7902644872665405,1766077740.5826437,0.8660235798499464,0.0481300987303257,403,4762.092796898,62848535.0
405,0.795025110244751,0.0001,0.7960933148860931,1766077752.329618,0.8681672025723473,0.04567876085639,404,4773.839794718,63001586.0
406,0.8204221725463867,0.0001,0.791225403547287,1766077764.0881426,0.8703108252947481,0.039873044937849045,405,4785.598305649,63162806.0
407,0.8137975931167603,0.0001,0.7914077118039131,1766077774.9616694,0.872454448017149,0.04550781473517418,406,4796.471887304,63324619.0
408,0.8355141878128052,0.0001,0.7884223312139511,1766077785.7986424,0.8745980707395499,0.03925907611846924,407,4807.308726619,63484446.0
409,0.8487302660942078,0.0001,0.7820259034633636,1766077800.874323,0.8767416934619507,0.04390080273151398,408,4822.384382962,63657343.0
410,0.8672415018081665,0.0001,0.7805016115307808,1766077814.1950264,0.8788853161843515,0.046521853655576706,409,4835.705086632,63815011.0
411,0.7896419763565063,0.0001,0.7981143295764923,1766077827.2364593,0.8810289389067524,0.040182553231716156,410,4848.746661723,63974464.0
412,0.8085706830024719,0.0001,0.7954828217625618,1766077840.3640745,0.8831725616291533,0.04012284427881241,411,4861.87416424,64130517.0
413,0.8051059246063232,0.0001,0.7950105890631676,1766077851.5059338,0.8853161843515541,0.04448431730270386,412,4873.016001503,64283106.0
414,0.8058809041976929,0.0001,0.7939416542649269,1766077862.3973165,0.887459807073955,0.0394870787858963,413,4883.907394902,64430594.0
415,0.8516221046447754,0.0001,0.7844995334744453,1766077875.3759892,0.8896034297963559,0.04212937876582146,414,4896.886128284,64603713.0
416,0.8291482925415039,0.0001,0.7882465794682503,1766077886.9960852,0.8917470525187567,0.04851900786161423,415,4908.506162362,64760293.0
417,0.8161823749542236,0.0001,0.7931544259190559,1766077897.9089274,0.8938906752411575,0.04081195220351219,416,4919.418999554,64923933.0
