train/mean_token_accuracy,_timestamp,train/global_step,_step,_runtime,train/epoch,train/learning_rate,train/loss,train/num_tokens,train/grad_norm
0.792390912771225,1766074022.6027884,318,317,1241.327493677,0.6816720257234726,0.0001,0.8143048882484436,49448662.0,0.048809416592121124
0.79348024725914,1766074026.1667655,319,318,1244.891497957,0.6838156484458735,0.0001,0.811093270778656,49615721.0,0.03490808606147766
0.7974090576171875,1766074029.7786653,320,319,1248.503391803,0.6859592711682744,0.0001,0.7893751859664917,49770136.0,0.03508248180150986
0.7889688014984131,1766074033.6104174,321,320,1252.335166182,0.6881028938906752,0.0001,0.8270900845527649,49932945.0,0.03677428141236305
0.7992130517959595,1766074037.6093988,322,321,1256.334126089,0.6902465166130761,0.0001,0.7903493046760559,50079045.0,0.03733854368329048
0.7874946594238281,1766074041.8161159,323,322,1260.54083483,0.692390139335477,0.0001,0.827581524848938,50243726.0,0.034372832626104355
0.7937427163124084,1766074046.250285,324,323,1264.975034614,0.6945337620578779,0.0001,0.8121017217636108,50404071.0,0.035547614097595215
0.7848937809467316,1766074050.0759082,325,324,1268.800636842,0.6966773847802786,0.0001,0.8410311937332153,50557944.0,0.06275095045566559
0.7891883850097656,1766074054.0413287,326,325,1272.766065252,0.6988210075026795,0.0001,0.8277695178985596,50723566.0,0.04165157675743103
0.8075781762599945,1766074057.6807678,327,326,1276.405479753,0.7009646302250804,0.0001,0.7546278834342957,50868735.0,0.08338335901498795
0.7882817685604095,1766074061.3090804,328,327,1280.033799165,0.7031082529474812,0.0001,0.8274589776992798,51027679.0,0.04066653177142143
0.7817349433898926,1766074065.75578,329,328,1284.480486062,0.7052518756698821,0.0001,0.8536784648895264,51188474.0,0.06611320376396179
0.7973881959915161,1766074069.377838,330,329,1288.102557326,0.707395498392283,0.0001,0.7872427701950073,51334182.0,0.037254974246025085
0.7905209064483643,1766074073.67218,331,330,1292.396911856,0.7095391211146839,0.0001,0.8232617974281311,51499899.0,0.056353941559791565
0.797416090965271,1766074077.2816374,332,331,1296.006382898,0.7116827438370846,0.0001,0.7961134910583496,51645111.0,0.04436856508255005
0.7979667484760284,1766074080.7232382,333,332,1299.447959329,0.7138263665594855,0.0001,0.7839661836624146,51795720.0,0.04004843533039093
0.806267499923706,1766074083.903706,334,333,1302.628404035,0.7159699892818864,0.0001,0.7556866407394409,51934189.0,0.05429328605532646
0.7838757932186127,1766074088.1636598,335,334,1306.888382428,0.7181136120042872,0.0001,0.8437888622283936,52086111.0,0.03820688650012016
0.7907072603702545,1766074091.2302957,336,335,1309.955000141,0.7202572347266881,0.0001,0.8193203806877136,52241632.0,0.043341923505067825
0.7889164388179779,1766074095.3939447,337,336,1314.118683188,0.722400857449089,0.0001,0.820193350315094,52403245.0,0.03572725132107735
0.7855079174041748,1766074098.9986157,338,337,1317.723326033,0.7245444801714899,0.0001,0.8431917428970337,52567275.0,0.03755728155374527
0.7884449660778046,1766074102.969856,339,338,1321.694571537,0.7266881028938906,0.0001,0.8290085792541504,52733506.0,0.04140923544764519
