train/learning_rate,_timestamp,train/num_tokens,train/global_step,_step,train/loss,train/grad_norm,train/mean_token_accuracy,_runtime,train/epoch,eval/accuracy
0.0001,1765918401.8052769,48027087.0,309.0,308,0.8036842346191406,0.02122369036078453,0.7944451719522476,2280.57172412,0.662379421221865,
0.0001,1765918409.6340744,48181216.0,310.0,309,0.8504343628883362,0.017744988203048706,0.7825687229633331,2288.400547426,0.6645230439442658,
0.0001,1765918418.005224,48346653.0,311.0,310,0.8697329163551331,0.01966545544564724,0.779059574007988,2296.771710071,0.6666666666666666,
0.0001,1765918425.0056288,48515202.0,312.0,311,0.8579325079917908,0.01287039089947939,0.7824688851833344,2303.772112818,0.6688102893890675,
0.0001,1765918432.7711475,48681596.0,313.0,312,0.834972620010376,0.013578368350863457,0.7886845618486404,2311.537617909,0.6709539121114684,
0.0001,1765918440.3864677,48830511.0,314.0,313,0.7641932964324951,0.012166615575551987,0.8049043416976929,2319.152926246,0.6730975348338692,
0.0001,1765918448.0934591,48979750.0,315.0,314,0.8445030450820923,0.014932378195226192,0.7851503491401672,2326.859928013,0.6752411575562701,
0.0001,1765918455.9167202,49140486.0,316.0,315,0.8065118789672852,0.011508309282362461,0.7947439551353455,2334.683178436,0.677384780278671,
0.0001,1765918464.6687684,49297672.0,317.0,316,0.8117878437042236,0.01343555934727192,0.7940982282161713,2343.435262063,0.6795284030010718,
0.0001,1765918471.2185755,49448662.0,318.0,317,0.8150190711021423,0.016813602298498154,0.7925538867712021,2349.985056334,0.6816720257234726,
0.0001,1765918478.4395626,49615721.0,319.0,318,0.8119299411773682,0.014380530454218388,0.7932440638542175,2357.206054014,0.6838156484458735,
0.0001,1765918485.2352083,49770136.0,320.0,319,0.7904754877090454,0.018116606399416924,0.7973054796457291,2364.001699649,0.6859592711682744,
0.0001,1765918492.8911257,49932945.0,321.0,320,0.8279197812080383,0.012911990284919739,0.7895309925079346,2371.657576799,0.6881028938906752,
0.0001,1765918500.383994,50079045.0,322.0,321,0.7916429042816162,0.019581452012062073,0.7988163530826569,2379.150465653,0.6902465166130761,
0.0001,1765918508.9579828,50243726.0,323.0,322,0.8283727169036865,0.011769234202802181,0.7868604212999344,2387.72445334,0.692390139335477,
0.0001,1765918517.3380013,50404071.0,324.0,323,0.8128407597541809,0.014395417645573616,0.7936985641717911,2396.104488791,0.6945337620578779,
0.0001,1765918524.3829434,50557944.0,325.0,324,0.8415540456771851,0.017578311264514923,0.7861118614673615,2403.149427579,0.6966773847802786,
0.0001,1765918532.410686,50723566.0,326.0,325,0.8285200595855713,0.0172596238553524,0.7893322259187698,2411.177143614,0.6988210075026795,
0.0001,1765918539.0189168,50868735.0,327.0,326,0.7550369501113892,0.01829594559967518,0.8075926750898361,2417.785449767,0.7009646302250804,
0.0001,1765918546.1336868,51027679.0,328.0,327,0.827925443649292,0.01440304797142744,0.7887177616357803,2424.900168463,0.7031082529474812,
0.0001,1765918555.4520144,51188474.0,329.0,328,0.8550071716308594,0.0254250206053257,0.7814761996269226,2434.218488594,0.7052518756698821,
0.0001,1765918561.8797734,51334182.0,330.0,329,0.788443922996521,0.023931412026286125,0.7970244288444519,2440.646242019,0.707395498392283,
0.0001,1765918569.504337,51499899.0,331.0,330,0.8236212730407715,0.014527132734656334,0.7903083115816116,2448.270820198,0.7095391211146839,
0.0001,1765918576.4230654,51645111.0,332.0,331,0.7969373464584351,0.01686963066458702,0.7971812635660172,2455.18954279,0.7116827438370846,
0.0001,1765918582.9788346,51795720.0,333.0,332,0.7844339609146118,0.012932485900819302,0.7981327921152115,2461.745324409,0.7138263665594855,
0.0001,1765918589.521763,51934189.0,334.0,333,0.7563035488128662,0.01996839977800846,0.8053668439388275,2468.288249315,0.7159699892818864,
0.0001,1765918596.551716,52086111.0,335.0,334,0.8448083996772766,0.013637675903737545,0.7876330018043518,2475.318186863,0.7181136120042872,
0.0001,1765918602.8883405,52241632.0,336.0,335,0.8206795454025269,0.020789604634046555,0.7908644825220108,2481.654824968,0.7202572347266881,
0.0001,1765918612.115708,52403245.0,337.0,336,0.8210216760635376,0.014143378473818302,0.789497584104538,2490.882179938,0.722400857449089,
0.0001,1765918619.9561095,52567275.0,338.0,337,0.8437314629554749,0.01894739642739296,0.7861026227474213,2498.722595517,0.7245444801714899,
0.0001,1765918628.2379208,52733506.0,339.0,338,0.8297225832939148,0.018399182707071304,0.7884736955165863,2507.004400123,0.7266881028938906,
0.0001,1765918635.4980655,52884795.0,340.0,339,0.8255854249000549,0.013666534796357155,0.7900909632444382,2514.264569768,0.7288317256162915,
0.0001,1765918642.453071,53039775.0,341.0,340,0.8179755210876465,0.01869305968284607,0.790301576256752,2521.219546844,0.7309753483386924,
0.0001,1765918651.2984884,53204226.0,342.0,341,0.8405948877334595,0.013894088566303253,0.7850918918848038,2530.064971479,0.7331189710610932,
0.0001,1765918657.5932539,53357002.0,343.0,342,0.8029870986938477,0.013994005508720875,0.7952301055192947,2536.359739175,0.7352625937834941,
0.0001,1765918663.9101624,53512592.0,344.0,343,0.8183083534240723,0.015531633049249649,0.7910020798444748,2542.676629278,0.737406216505895,
0.0001,1765918671.6153197,53675222.0,345.0,344,0.8642924427986145,0.01655646413564682,0.78135846555233,2550.381779453,0.7395498392282959,
0.0001,1765918680.60078,53837794.0,346.0,345,0.877238392829895,0.014143171720206738,0.7746670842170715,2559.367252665,0.7416934619506966,
0.0001,1765918688.0504932,53990810.0,347.0,346,0.8240998983383179,0.01674499548971653,0.7905587404966354,2566.816940342,0.7438370846730975,
0.0001,1765918695.3466706,54142452.0,348.0,347,0.8002104759216309,0.01324561145156622,0.7965756207704544,2574.11316198,0.7459807073954984,
0.0001,1765918703.6112113,54294279.0,349.0,348,0.7934471368789673,0.014728173613548279,0.7960237711668015,2582.377681663,0.7481243301178992,
0.0001,1765918709.808965,54445597.0,350.0,349,0.792043924331665,0.0164939034730196,0.8003160655498505,2588.575476811,0.7502679528403001,
0.0001,1765918717.5142307,54603343.0,351.0,350,0.8284657597541809,0.012478435412049294,0.7901325076818466,2596.280726753,0.752411575562701,
0.0001,1765918725.0344617,54759468.0,352.0,351,0.7773486375808716,0.020947612822055817,0.8026376068592072,2603.800927931,0.7545551982851019,
0.0001,1765918732.9376702,54913059.0,353.0,352,0.8036901950836182,0.013926411047577858,0.7926763296127319,2611.704164792,0.7566988210075026,
0.0001,1765918740.9217675,55070490.0,354.0,353,0.8136181831359863,0.017216738313436508,0.7911970615386963,2619.688258812,0.7588424437299035,
0.0001,1765918748.861947,55234816.0,355.0,354,0.8397327661514282,0.013837103731930256,0.7863538414239883,2627.628441443,0.7609860664523044,
0.0001,1765918754.972915,55387388.0,356.0,355,0.826827883720398,0.013277977705001831,0.7885241061449051,2633.739416868,0.7631296891747053,
0.0001,1765918762.3131468,55538411.0,357.0,356,0.7907232046127319,0.01804804429411888,0.7999600321054459,2641.079629536,0.7652733118971061,
0.0001,1765918769.751748,55688433.0,358.0,357,0.8062562346458435,0.013222575187683105,0.7935521751642227,2648.518229644,0.767416934619507,
0.0001,1765918776.3404245,55839265.0,359.0,358,0.8082680106163025,0.01800791174173355,0.793251559138298,2655.106885434,0.7695605573419079,
0.0001,1765918783.4617789,55990505.0,360.0,359,0.7701815366744995,0.014785734005272388,0.8045473545789719,2662.228245828,0.7717041800643086,
0.0001,1765918791.4224248,56160090.0,361.0,360,0.8373688459396362,0.013059686869382858,0.787293016910553,2670.188898549,0.7738478027867095,
0.0001,1765918797.6782904,56315482.0,362.0,361,0.8057122230529785,0.014993879944086075,0.7943021208047867,2676.444797116,0.7759914255091104,
0.0001,1765918806.0045846,56478778.0,363.0,362,0.8451917171478271,0.013591616414487362,0.7841150760650635,2684.77107099,0.7781350482315113,
0.0001,1765918814.632644,56640621.0,364.0,363,0.8327171802520752,0.014180557802319527,0.7848102152347565,2693.399131971,0.7802786709539121,
0.0001,1765918822.8881397,56808271.0,365.0,364,0.8271384239196777,0.01580771803855896,0.7902744710445404,2701.654625288,0.782422293676313,
0.0001,1765918830.1052058,56962569.0,366.0,365,0.819479763507843,0.013700378127396107,0.7909029573202133,2708.871686172,0.7845659163987139,
0.0001,1765918836.3749254,57113382.0,367.0,366,0.8146321177482605,0.013874364085495472,0.7914996296167374,2715.141397986,0.7867095391211146,
0.0001,1765918844.8274827,57283115.0,368.0,367,0.8453575372695923,0.014061744324862957,0.7825752049684525,2723.593938643,0.7888531618435155,
0.0001,1765918852.456618,57431980.0,369.0,368,0.7966045141220093,0.014524412341415882,0.7948990911245346,2731.223097309,0.7909967845659164,
0.0001,1765918860.4952445,57593151.0,370.0,369,0.8253578543663025,0.019758516922593117,0.7895281314849854,2739.261719121,0.7931404072883173,
0.0001,1765918870.2805953,57769554.0,371.0,370,0.8285324573516846,0.01354590430855751,0.7897249907255173,2749.047074616,0.7952840300107181,
0.0001,1765918878.5259748,57930187.0,372.0,371,0.8090608716011047,0.013027859851717949,0.7959283590316772,2757.29246207,0.797427652733119,
0.0001,1765918886.411768,58089895.0,373.0,372,0.8034796118736267,0.013439859263598919,0.7954428642988205,2765.178252445,0.7995712754555199,
0.0001,1765918892.1094122,58237921.0,374.0,373,0.7919453978538513,0.015211375430226326,0.7983139902353287,2770.875892215,0.8017148981779206,
0.0001,1765918898.8878016,58386574.0,375.0,374,0.7971743941307068,0.013866953551769257,0.7969978153705597,2777.654277785,0.8038585209003215,
0.0001,1765918905.8051715,58531794.0,376.0,375,0.7909135818481445,0.015705665573477745,0.7991721928119659,2784.571638713,0.8060021436227224,
0.0001,1765918912.1279054,58679304.0,377.0,376,0.8036031723022461,0.014040392823517323,0.7942839860916138,2790.89437822,0.8081457663451233,
0.0001,1765918919.4551718,58827963.0,378.0,377,0.840089738368988,0.016582272946834564,0.7866541147232056,2798.221645933,0.8102893890675241,
0.0001,1765918925.6478202,58968065.0,379.0,378,0.7938458919525146,0.013301839120686054,0.8011738210916519,2804.414303489,0.812433011789925,
0.0001,1765918932.0521247,59119596.0,380.0,379,0.8188960552215576,0.01572173461318016,0.79465751349926,2810.818561683,0.8145766345123259,
0.0001,1765918939.4019423,59282269.0,381.0,380,0.8022329211235046,0.013545415364205837,0.7942022234201431,2818.168423004,0.8167202572347267,
0.0001,1765918948.4973838,59449069.0,382.0,381,0.8065553903579712,0.014418505132198334,0.7952433973550797,2827.263865089,0.8188638799571275,
0.0001,1765918955.355909,59602942.0,383.0,382,0.8149423003196716,0.013665145263075829,0.7918047904968262,2834.122408858,0.8210075026795284,
0.0001,1765918962.2538874,59763486.0,384.0,383,0.8232954740524292,0.014231079258024693,0.7896147519350052,2841.020350557,0.8231511254019293,
0.0001,1765918969.4245214,59914007.0,385.0,384,0.7972438931465149,0.015475858002901077,0.7976429760456085,2848.19099501,0.8252947481243301,
0.0001,1765918975.3697705,60056933.0,386.0,385,0.769271194934845,0.015262502245604992,0.8018263876438141,2854.136242387,0.827438370846731,
0.0001,1765918982.7485304,60219888.0,387.0,386,0.8118716478347778,0.016483960673213005,0.7933005541563034,2861.514989194,0.8295819935691319,
0.0001,1765918991.6091337,60373832.0,388.0,387,0.8035956621170044,0.013531231321394444,0.7947692424058914,2870.37559693,0.8317256162915327,
0.0001,1765918998.0343735,60526958.0,389.0,388,0.7956258058547974,0.020124025642871857,0.7985189706087112,2876.800847516,0.8338692390139335,
0.0001,1765919004.496325,60680957.0,390.0,389,0.7949146032333374,0.012951528653502464,0.7979964911937714,2883.262800401,0.8360128617363344,
0.0001,1765919012.6759682,60844353.0,391.0,390,0.817874014377594,0.01890775002539158,0.7889600694179535,2891.442429979,0.8381564844587353,
0.0001,1765919018.2459722,60988093.0,392.0,391,0.7719396948814392,0.014755021780729294,0.8038518279790878,2897.012443224,0.8403001071811361,
0.0001,1765919024.745755,61139257.0,393.0,392,0.8043558597564697,0.020356090739369392,0.7944071888923645,2903.51221306,0.842443729903537,
0.0001,1765919032.7317767,61294373.0,394.0,393,0.8338301777839661,0.013830980286002159,0.7873955070972443,2911.498247513,0.8445873526259379,
0.0001,1765919040.5132327,61460962.0,395.0,394,0.8579489588737488,0.017153695225715637,0.7794432640075684,2919.279695449,0.8467309753483387,
0.0001,1765919048.5401332,61610443.0,396.0,395,0.7534644603729248,0.015678657218813896,0.8071640133857727,2927.30662176,0.8488745980707395,
0.0001,1765919055.529704,61767622.0,397.0,396,0.8021585941314697,0.014325371943414211,0.7964347302913666,2934.296205911,0.8510182207931404,
0.0001,1765919061.4276412,61927294.0,398.0,397,0.8126006126403809,0.023741280660033226,0.7925805300474167,2940.194115117,0.8531618435155413,
0.0001,1765919068.478138,62087657.0,399.0,398,0.8101496696472168,0.0189399141818285,0.794439285993576,2947.244631465,0.8553054662379421,
0.0001,1765919076.0570047,62242685.0,400.0,399,0.8340692520141602,0.019933493807911873,0.7879990339279175,2954.823474839,0.857449088960343,
0.0001,1765919104.3739033,62393085.0,401.0,400,0.7789127826690674,0.014603499323129654,0.8009905517101288,2983.140433739,0.8595927116827439,
0.0001,1765919110.1697183,62538285.0,402.0,401,0.775749683380127,0.019010817632079124,0.8037836849689484,2988.936266303,0.8617363344051447,
0.0001,1765919118.049994,62701391.0,403.0,402,0.8371335864067078,0.014944764785468578,0.7886894047260284,2996.816469645,0.8638799571275455,
0.0001,1765919126.061759,62848535.0,404.0,403,0.8281857967376709,0.017500927671790123,0.789692297577858,3004.82823229,0.8660235798499464,
0.0001,1765919133.027388,63001586.0,405.0,404,0.7955977916717529,0.018529677763581276,0.7961318045854568,3011.793864525,0.8681672025723473,
0.0001,1765919140.279715,63162806.0,406.0,405,0.8210923671722412,0.01655874028801918,0.7905910611152649,3019.046179903,0.8703108252947481,
0.0001,1765919146.7256453,63324619.0,407.0,406,0.8147560358047485,0.01921047270298004,0.7910226881504059,3025.492111487,0.872454448017149,
0.0001,1765919153.6558897,63484446.0,408.0,407,0.8362982273101807,0.01587117649614811,0.7875874042510986,3032.422354492,0.8745980707395499,
0.0001,1765919162.576204,63657343.0,409.0,408,0.8493320941925049,0.015649063512682915,0.7812783867120743,3041.342654566,0.8767416934619507,
0.0001,1765919171.2338283,63815011.0,410.0,409,0.868212103843689,0.01660882867872715,0.7800242304801941,3050.00029708,0.8788853161843515,
0.0001,1765919179.167738,63974464.0,411.0,410,0.7901722192764282,0.013861368410289288,0.7973174303770065,3057.934224944,0.8810289389067524,
0.0001,1765919186.7273977,64130517.0,412.0,411,0.8094783425331116,0.02212163805961609,0.7954897731542587,3065.493883715,0.8831725616291533,
0.0001,1765919193.4171853,64283106.0,413.0,412,0.8054853081703186,0.017195584252476692,0.7944108098745346,3072.183676352,0.8853161843515541,
0.0001,1765919200.1783485,64430594.0,414.0,413,0.8070966005325317,0.02768426202237606,0.7933490127325058,3078.944845291,0.887459807073955,
0.0001,1765919208.3912644,64603713.0,415.0,414,0.8518909215927124,0.013939027674496174,0.7830349504947662,3087.15775259,0.8896034297963559,
0.0001,1765919216.2979817,64760293.0,416.0,415,0.8295207619667053,0.017103957012295723,0.7881331443786621,3095.06446085,0.8917470525187567,
0.0001,1765919223.053567,64923933.0,417.0,416,0.8171064853668213,0.018557483330368996,0.7915894091129303,3101.820037786,0.8938906752411575,
0.0001,1765919231.813372,65087097.0,418.0,417,0.8435454964637756,0.01392197236418724,0.7855014353990555,3110.579809701,0.8960342979635584,
0.0001,1765919239.16277,65242953.0,419.0,418,0.7933673858642578,0.019584527239203453,0.7990680187940598,3117.929248408,0.8981779206859593,
0.0001,1765919247.877911,65403795.0,420.0,419,0.8171898126602173,0.014611209742724895,0.7908570021390915,3126.644382072,0.9003215434083601,
0.0001,1765919255.1706882,65567087.0,421.0,420,0.8436222076416016,0.013039118610322475,0.7863836735486984,3133.937165481,0.902465166130761,
0.0001,1765919262.696516,65727717.0,422.0,421,0.7916535139083862,0.020978150889277458,0.7969425767660141,3141.462994559,0.9046087888531619,
0.0001,1765919270.295494,65883913.0,423.0,422,0.8413149118423462,0.017168447375297546,0.7850457727909088,3149.06195841,0.9067524115755627,
0.0001,1765919277.5886106,66040928.0,424.0,423,0.745524525642395,0.01415674015879631,0.8078133761882782,3156.35509738,0.9088960342979635,
0.0001,1765919283.0608163,66182158.0,425.0,424,0.7686158418655396,0.026820974424481392,0.8010176569223404,3161.82724681,0.9110396570203644,
0.0001,1765919289.6658413,66333993.0,426.0,425,0.8167152404785156,0.014074742794036865,0.7896030843257904,3168.432311183,0.9131832797427653,
0.0001,1765919297.4775934,66494673.0,427.0,426,0.8525478839874268,0.021431170403957367,0.7826489508152008,3176.244069783,0.9153269024651661,
0.0001,1765919305.7791524,66655725.0,428.0,427,0.8539283275604248,0.020205724984407425,0.7813459485769272,3184.545629776,0.917470525187567,
0.0001,1765919313.0896225,66812443.0,429.0,428,0.8095383644104004,0.015156987123191357,0.7914742231369019,3191.856108824,0.9196141479099679,
0.0001,1765919320.6246488,66967415.0,430.0,429,0.8280039429664612,0.021360618993639946,0.7883118242025375,3199.391188312,0.9217577706323687,
0.0001,1765919328.6983306,67121525.0,431.0,430,0.8441603183746338,0.01453628484159708,0.7843076586723328,3207.464806942,0.9239013933547695,
0.0001,1765919336.683019,67280398.0,432.0,431,0.8272302150726318,0.015521625988185406,0.7892570048570633,3215.449507091,0.9260450160771704,
0.0001,1765919344.378557,67430621.0,433.0,432,0.8226059675216675,0.015334771946072578,0.7901924848556519,3223.145003934,0.9281886387995713,
0.0001,1765919351.6299274,67586335.0,434.0,433,0.7778090238571167,0.0205814391374588,0.8021538257598877,3230.396411988,0.9303322615219721,
0.0001,1765919358.6196082,67746263.0,435.0,434,0.8050980567932129,0.016076169908046722,0.7947290390729904,3237.386086782,0.932475884244373,
0.0001,1765919365.4122362,67898321.0,436.0,435,0.8111402988433838,0.021333321928977966,0.7929158508777618,3244.178730575,0.9346195069667739,
0.0001,1765919372.0780923,68043187.0,437.0,436,0.796471118927002,0.0160258449614048,0.7982063442468643,3250.844559556,0.9367631296891747,
0.0001,1765919377.3862326,68188476.0,438.0,437,0.8136614561080933,0.021669188514351845,0.790857195854187,3256.15269972,0.9389067524115756,
0.0001,1765919384.7476962,68339622.0,439.0,438,0.7970684766769409,0.018606508150696754,0.7947769314050674,3263.514160713,0.9410503751339764,
0.0001,1765919391.929792,68495777.0,440.0,439,0.7933682799339294,0.01907438039779663,0.7973136901855469,3270.69627307,0.9431939978563773,
0.0001,1765919400.295257,68660269.0,441.0,440,0.8426825404167175,0.020792344585061073,0.7844457179307938,3279.06174057,0.9453376205787781,
0.0001,1765919406.4509287,68808933.0,442.0,441,0.7608453035354614,0.013870477676391602,0.8069434463977814,3285.217417461,0.947481243301179,
0.0001,1765919414.4214242,68971728.0,443.0,442,0.8242047429084778,0.017896614968776703,0.7903256714344025,3293.187922213,0.9496248660235799,
0.0001,1765919422.1757498,69132008.0,444.0,443,0.8262684941291809,0.016596702858805656,0.7882748991250992,3300.942228779,0.9517684887459807,
0.0001,1765919429.1201973,69278688.0,445.0,444,0.8013066649436951,0.01556388009339571,0.7925833612680435,3307.886675616,0.9539121114683816,
0.0001,1765919437.677999,69432305.0,446.0,445,0.7879952192306519,0.018727904185652733,0.7957569062709808,3316.444486865,0.9560557341907824,
0.0001,1765919445.4340262,69591761.0,447.0,446,0.8355382680892944,0.014334228821098804,0.7872032225131989,3324.20051498,0.9581993569131833,
0.0001,1765919452.0036726,69743971.0,448.0,447,0.8355845212936401,0.016386987641453743,0.7855124324560165,3330.770134095,0.9603429796355841,
0.0001,1765919460.1700265,69898458.0,449.0,448,0.8319671750068665,0.013869640417397022,0.7871479690074921,3338.936519561,0.962486602357985,
0.0001,1765919468.721177,70067672.0,450.0,449,0.8380616903305054,0.013868694193661213,0.7852707952260971,3347.487654489,0.9646302250803859,
0.0001,1765919475.4811733,70220457.0,451.0,450,0.7838394641876221,0.015457375906407833,0.7982201725244522,3354.247649445,0.9667738478027867,
0.0001,1765919482.051784,70371898.0,452.0,451,0.8115096688270569,0.014449959620833397,0.7920308411121368,3360.818254259,0.9689174705251876,
0.0001,1765919489.787552,70531855.0,453.0,452,0.8524421453475952,0.014578115195035934,0.7809945940971375,3368.554039751,0.9710610932475884,
0.0001,1765919495.7496133,70671343.0,454.0,453,0.7534169554710388,0.016050389036536217,0.8068380057811737,3374.516081914,0.9732047159699893,
0.0001,1765919501.8922741,70824566.0,455.0,454,0.796476423740387,0.016320349648594856,0.7976703941822052,3380.658787242,0.9753483386923901,
0.0001,1765919509.2055354,70978442.0,456.0,455,0.7925445437431335,0.017634721472859383,0.7986208200454712,3387.972024355,0.977491961414791,
0.0001,1765919516.2976344,71138566.0,457.0,456,0.8171128630638123,0.017788805067539215,0.7921815067529678,3395.064127966,0.9796355841371919,
0.0001,1765919523.6560721,71297085.0,458.0,457,0.7927330732345581,0.013690433464944363,0.7986406832933426,3402.422536104,0.9817792068595927,
0.0001,1765919532.460578,71450804.0,459.0,458,0.8435965180397034,0.016705816611647606,0.7873829454183578,3411.227058117,0.9839228295819936,
0.0001,1765919538.966892,71611452.0,460.0,459,0.77593994140625,0.017434511333703995,0.8006645292043686,3417.733354215,0.9860664523043944,
0.0001,1765919545.3681402,71764514.0,461.0,460,0.7984755039215088,0.0145993921905756,0.7944066822528839,3424.134616101,0.9882100750267953,
0.0001,1765919552.9336922,71924545.0,462.0,461,0.8382813930511475,0.017108457162976265,0.7871438413858414,3431.700180454,0.9903536977491961,
0.0001,1765919560.631788,72084518.0,463.0,462,0.8531463146209717,0.015477318316698074,0.7815648913383484,3439.39827495,0.992497320471597,
0.0001,1765919567.3533113,72247869.0,464.0,463,0.7894842624664307,0.014335690066218376,0.797040119767189,3446.1197806,0.9946409431939979,
0.0001,1765919575.5836885,72411161.0,465.0,464,0.8092993497848511,0.020313698798418045,0.7921607196331024,3454.350171035,0.9967845659163987,
0.0001,1765919583.3105793,72572058.0,466.0,465,0.786578893661499,0.01631622388958931,0.8007237464189529,3462.077039379,0.9989281886387996,
0.0001,1765919586.9220176,72643344.0,467.0,466,0.7735832929611206,0.01631622388958931,0.7999721467494965,3465.688469206,1.0,
,1765919603.8795087,,467.0,467,,,,3482.64586674,1.0,
,1766156644.0225377,,,468,,,,3495.109162833,,0.8082617963933859
