_timestamp,train/loss,train/epoch,train/grad_norm,train/global_step,_step,train/num_tokens,train/learning_rate,train/mean_token_accuracy,_runtime,eval/accuracy
1765917759.3422146,0.7451729774475098,0.4715969989281886,0.008545185439288616,220.0,219,34293582.0,0.001,0.8077270239591599,1623.493283678,
1765917766.6014042,0.8244979977607727,0.4737406216505895,0.010202998295426369,221.0,220,34448802.0,0.001,0.7912728786468506,1630.75251736,
1765917774.3072262,0.7768840193748474,0.4758842443729904,0.007647058926522732,222.0,221,34608650.0,0.001,0.798955962061882,1638.458363933,
1765917781.360977,0.7647851705551147,0.4780278670953912,0.009621766395866871,223.0,222,34765848.0,0.001,0.8026427030563354,1645.512043546,
1765917788.1288576,0.7669064402580261,0.48017148981779206,0.0077543919906020164,224.0,223,34923587.0,0.001,0.8050806224346161,1652.279923193,
1765917793.6273305,0.7393825054168701,0.48231511254019294,0.009093641303479671,225.0,224,35061736.0,0.001,0.8095390647649765,1657.778492958,
1765917800.6128619,0.7991490364074707,0.4844587352625938,0.007385641802102327,226.0,225,35224947.0,0.001,0.7918119877576828,1664.763939009,
1765917808.510107,0.8495675325393677,0.4866023579849946,0.008249768987298012,227.0,226,35383552.0,0.001,0.7818420976400375,1672.661185115,
1765917816.3793998,0.7877596020698547,0.4887459807073955,0.007690283469855785,228.0,227,35537848.0,0.001,0.7982867509126663,1680.53044125,
1765917822.542307,0.7791661620140076,0.4908896034297964,0.007612410467118025,229.0,228,35694801.0,0.001,0.7983927875757217,1686.693367638,
1765917829.901459,0.7830238342285156,0.4930332261521972,0.008274546824395657,230.0,229,35847389.0,0.001,0.7984734773635864,1694.052501871,
1765917836.6138291,0.7878153324127197,0.49517684887459806,0.008188281208276749,231.0,230,36001061.0,0.001,0.79729163646698,1700.764858281,
1765917844.1545382,0.7928630113601685,0.49732047159699894,0.00853025447577238,232.0,231,36153435.0,0.001,0.7979195713996887,1708.305583789,
1765917850.7900856,0.776616632938385,0.4994640943193998,0.00835547223687172,233.0,232,36308551.0,0.001,0.8010380566120148,1714.941161306,
1765917857.2147355,0.7794241905212402,0.5016077170418006,0.009400376118719578,234.0,233,36451452.0,0.001,0.8003223538398743,1721.365770103,
1765917862.8990161,0.7468377351760864,0.5037513397642015,0.009750008583068848,235.0,234,36596648.0,0.001,0.8070668280124664,1727.050049949,
1765917870.840298,0.7845728397369385,0.5058949624866024,0.00802433118224144,236.0,235,36751665.0,0.001,0.7945404648780823,1734.991375713,
1765917878.628293,0.7879651784896851,0.5080385852090032,0.0076530869118869305,237.0,236,36908485.0,0.001,0.7979442328214645,1742.779342485,
1765917885.5613983,0.7439106702804565,0.5101822079314041,0.009060658514499664,238.0,237,37064151.0,0.001,0.8099822551012039,1749.712454055,
1765917892.1627412,0.7862142324447632,0.5123258306538049,0.00856717023998499,239.0,238,37217517.0,0.001,0.7976695448160172,1756.313802434,
1765917898.0679572,0.7330237627029419,0.5144694533762058,0.007830668240785599,240.0,239,37367961.0,0.001,0.8103413730859756,1762.219015156,
1765917905.3919518,0.7721214294433594,0.5166130760986066,0.0082405935972929,241.0,240,37526897.0,0.001,0.7996340394020081,1769.543013703,
1765917912.3425548,0.8287642002105713,0.5187566988210075,0.008156306110322475,242.0,241,37685668.0,0.001,0.7858920097351074,1776.493614726,
1765917918.9394498,0.7816979885101318,0.5209003215434084,0.010727494023740292,243.0,242,37839489.0,0.001,0.7993433624505997,1783.090492712,
1765917926.1431434,0.8060333728790283,0.5230439442658092,0.007962635718286037,244.0,243,37997238.0,0.001,0.7927327007055283,1790.29418638,
1765917934.8677542,0.8465821743011475,0.5251875669882101,0.00902741402387619,245.0,244,38168011.0,0.001,0.7823761999607086,1799.018801744,
1765917941.8101015,0.7966914772987366,0.5273311897106109,0.008674824610352516,246.0,245,38326230.0,0.001,0.7961646616458893,1805.961161952,
